code,name,network_id,network_region,description,npi_id,lat,lng,created_at,updated_at
LIDDELL,Liddell,NEM,NSW1,"<p>Liddell Power Station is a coal-powered thermal power station with four 500 megawatts (670,000 hp) GEC steam driven turbine alternators for a combined electrical capacity of 2,000 megawatts (2,700,000 hp). <br/>However, as at April 2018, its operating capacity has been assessed at 1,680 megawatts (2,250,000 hp). Commissioned between 1971 and 1973, the station is located adjacent to Lake Liddell near Muswellbrook in the Hunter Region of Australia.</p>",NA,-32.369027,150.980112,2023-10-18 04:35:04+00:00,2025-09-07 01:54:31+00:00
LILYVASF,Lilyvale,NEM,QLD1,"<p>The project is located around 50 km North-East of Emerald, in Central Queensland. The solar farm will be connected to the electricity network via a newly constructed substation.</p>",NA,-23.070504,148.413865,2023-10-18 04:35:04+00:00,2025-07-08 05:02:31+00:00
0LCNBESS,Limestone Coast North,NEM,SA1,"<p>The Limestone Coast North Energy Park is the first of two new grid-scale co-located battery projects, being developed as part of the Limestone Coast Energy Park, located in regional South East Australia. These projects will significantly boost energy storage capacity, enhancing the state’s energy stability and supporting its transition to net-zero emissions.</p><p>Strategically located near the 275kV South East Substation, the batteries will store excess renewable energy and discharge it during peak demand, stabilizing the grid and lowering energy costs. The parks will collectively store up to 60% of South Australia’s residential solar output, preventing an average of 80,000 tonnes of carbon dioxide emissions annually.</p>",NA,-37.733181,140.840805,2025-04-07 00:19:39+00:00,2025-04-07 01:22:51+00:00
LIMBESS,Limondale,NEM,NSW1,"<p>RWE has started construction of Australia&#x27;s first eight-hour Battery Energy Storage System (BESS), near Balranald, in New South Wales.</p><p>The landmark project has a planned capacity of 50+ megawatts (MW) and 400+ megawatt hours (MWh). The BESS will be located next to our existing 249 MWac Limondale Solar Farm – which is one of Australia’s largest – and will connect to the existing 33kV transmission line.</p><p>Tesla will supply 144 Megapack batteries for the eight-hour lithium-ion BESS, which was the only successful project in New South Wales’ first Long Duration Storage Long-Term Energy Service Agreements tender process.</p><p><br/></p>",NA,-34.769354,143.559464,2025-02-14 01:01:51+00:00,2025-10-16 00:54:54+00:00
LIMOSF1,Limondale,NEM,NSW1,"<p>RWE’s first Australian renewables project is the Limondale Solar Farm, near Balranald in New South Wales.</p><p>The photovoltaic plant has about 872,000 panels on 770 hectares, and an installed capacity of 249 MWac.</p>",NA,-34.775502,143.508046,2023-10-18 04:35:04+00:00,2025-07-08 02:41:14+00:00
LIMOSF2,Limondale 2,NEM,NSW1,"<p>RWE’s first Australian renewables project is the Limondale Solar Farm, near Balranald in New South Wales.</p><p>The photovoltaic plant has about 872,000 panels on 770 hectares, and an installed capacity of 249 MWac.</p>",NA,-34.775502,143.508046,2023-10-18 04:35:04+00:00,2024-11-01 00:54:04+00:00
LGAPWF1,Lincoln Gap,NEM,SA1,"<p>The Lincoln Gap Wind Farm is a wind farm under construction in the vicinity of Lincoln Gap on northeastern Eyre Peninsula in South Australia, Australia. It is proposed to consist of 59 wind turbines and generate a total of 212 MW of electricity. Construction began in late 2017 and was initially expected to be commissioned in late 2018. Construction was delayed in July 2018 when unexploded ordnance was discovered on the site, left from historic military testing. The site is not far from the Cultana Training Area.</p>",NA,-32.546333,137.552763,2023-10-18 04:35:04+00:00,2025-07-08 03:48:52+00:00
0LOCKHART,Lockhart,NEM,NSW1,"<p>The Lockhart Hybrid Renewable Energy Project is has been designed to showcase how a regional town can benefit from lower power prices and share in the ownership of the electrical generation assets which export the bulk of the power back into the grid.</p><p>Lockhart is a town of 1,000 people, south of Wagga in NSW. The renewable hybrid energy plant will comprise of 10MW of solar AC coupled to a 10MW/20MWh battery with a single connection point, making it unique in the NEM.</p>",NA,-35.217506,146.70322,2024-12-02 00:25:03+00:00,2025-08-13 23:06:54+00:00
LONGFORD,Longford,NEM,VIC1,<p></p>,NA,-38.223244,147.1631,2023-10-18 04:35:06+00:00,2023-10-18 04:35:06+00:00
LRSF,Longreach,NEM,QLD1,"<p>The Longreach Solar Farm is a solar farm located ten kilometres east of Longreach in Central West Queensland, Australia. It has a generating capacity of 17.5 megawatts. The solar farm uses 53,000 single-axis tracking solar panels across a 50 hectare site. It was owned and operated by Canadian Solar Australia and Foresight. Foresight Solar Fund acquired the plant in 2022.</p>",NA,-23.455048,144.227917,2023-10-18 04:35:06+00:00,2025-08-05 06:54:12+00:00
LONSDALE,Lonsdale,NEM,SA1,"<p>Lonsdale Power Station is a diesel-powered electricity generator in South Australia in Lonsdale, an industrial southern suburb of Adelaide. It is owned by Snowy Hydro since 2014. It consists of 18 diesel reciprocating engines generating up to 21MW of electricity to meet peak demands in the National Electricity Market.The power station was designed and built by Cummins Power Generation under contract from Infratil in 2002 on what is now the site of the Port Stanvac Power Station. It was moved along the road to its present site in 2011. Snowy Hydro bought assets from Infratil in 2014. These included Lumo Energy, Direct Connect and three diesel peaking generators for a total of 136 MW. The other two were Angaston Power Station and Port Stanvac Power Station.It achieves the low emissions mandated by the Environment Protection Agency through selective catalytic reduction technology, matching standards set for gas turbines.</p>",NA,-35.109718,138.490962,2023-10-18 04:35:06+00:00,2025-09-07 01:54:36+00:00
0LOTUSCRKWF,Lotus Creek,NEM,QLD1,"<p>The Lotus Creek Wind Farm is a proposed renewable energy project in Central Queensland, north of Rockhampton. The project will consist of up to 46 wind turbines, each with a maximum blade tip height of 230 metres and a combined maximum capacity of around 285 MW.</p>",NA,-22.366535,149.27332,2025-02-14 00:14:59+00:00,2025-02-14 00:23:00+00:00
LOYYANGA,Loy Yang A,NEM,VIC1,"<p>The Loy Yang Power Station is a brown coal- fired thermal power station located on the outskirts of the city of Traralgon, in south-eastern Victoria, Australia. It consists of two sections, known as Loy Yang A (4 units) and Loy Yang B (2 units). Both Loy Yang A and B are supplied by the Loy Yang brown coal mine. The Loy Yang power stations are located in the brown coal rich Latrobe Valley, along with the Yallourn Power Station.</p><p>Loy Yang A has four generating units with a combined capacity of 2,210 MW, which have been completed between 1984 and 1988.</p>",NA,-38.250622,146.576361,2023-10-18 04:35:06+00:00,2025-09-07 01:54:37+00:00
LOYYB,Loy Yang B,NEM,VIC1,"<p>Loy Yang B has two units with a capacity of 1,070 MW (1,430,000 hp) which entered service in 1993 and 1996. The two units have Hitachi turbo generators.</p><p>Loy Yang B employs up to 152 full-time staff and another 40 contractors. It is Victoria&#x27;s newest and most efficient brown coal-fired power station and can generate approximately 17% of Victoria&#x27;s power needs.</p><p><br/></p>",NA,-38.253619,146.585593,2023-10-18 04:35:06+00:00,2025-09-07 01:54:38+00:00
LUCASHGT,Lucas Heights,NEM,NSW1,"<p>EDL owns and operates the 21 MW Lucas Heights Power Stations, which processes landfill gas (LFG) from the decomposition of organic waste into electricity, reducing greenhouse gas emissions.</p>",NA,-34.04829,150.973916,2023-10-18 04:35:06+00:00,2025-09-07 01:54:41+00:00
LUCAS2S2,Lucas Heights 2,NEM,NSW1,"<p>EDL owns and operates the 21 MW Lucas Heights Power Stations, which processes landfill gas (LFG) from the decomposition of organic waste into electricity, reducing greenhouse gas emissions.</p>",NA,-34.044088,150.972475,2023-10-18 04:35:06+00:00,2025-09-07 01:54:40+00:00
MACARTH,Macarthur,NEM,VIC1,"<p>The Macarthur Wind Farm is a wind farm located in Macarthur, Victoria, Australia, near Hamilton, 260 km west of Melbourne. It is on a 5,500 ha site which has an installed capacity of 420 megawatts (MW). Based on a capacity factor of around 35%, it is estimated that the long-term average generation will be approximately 1,250 GWh per year. The energy produced annually by a wind farm varies year-to-year, and during FY2015 the farm produced 977.9 GWh.<br/>It is the largest wind farm in the southern hemisphere generating enough power for 220,000 homes and abating 1.7 million tons of greenhouse gases annually, at a capacity factor of 35%. The wind farm comprises 140 Vestas V112-3.0MW wind turbines manufactured in Denmark.The project cost about A$1 billion and was fully operational in January 2013. It was constructed by Vestas and Leighton Contractors. The first turbines were connected to the grid in September 2012. AGL also invested an additional $27m in the substation, which is completely owned by the company.</p>",NA,-38.043483,142.179081,2023-10-18 04:35:07+00:00,2025-07-08 02:28:05+00:00
MCINTYR,MacIntyre,NEM,QLD1,"<p>With a total investment of AU$1.96 billion, the 1,026MW MacIntyre Wind Farm Precinct will be ACCIONA Energía’s biggest renewable energy facility and one of the largest onshore wind farms in the world. Developed in partnership with CleanCo, the Queensland Government’s newest renewable energy generator, the wind farm is expected to be operational in 2024.</p><p></p><p>The MacIntyre Wind Farm will be constructed on land predominately used for sheep farming. Current farming practices will continue during the construction and operations phases of the wind farm. The site has been selected due to its exposure to consistent winds across this part of the country and provides a suitable resource for the development of a wind farm.</p>",NA,-28.2163,152.0327,2024-10-01 04:29:48+00:00,2024-10-31 05:10:43+00:00
MACKAY,Mackay,NEM,QLD1,"<p>The Mackay Gas Turbine was a remote-controlled power generator that was owned and operated by Stanwell Corporation  Ltd. for short periods when customer demand for electricity was high. The gas turbine&#x27;s ability to start quickly played a role in ensuring a secure, reliable power supply for distribution to consumers.</p>",NA,-21.144441,149.159171,2023-10-18 04:35:07+00:00,2025-09-07 01:54:43+00:00
MACKNTSH,Mackintosh,NEM,TAS1,"<p>The Mackintosh Power Station is a conventional hydroelectric power station located in Western Tasmania, Australia.</p>",NA,-41.701363,145.646558,2023-10-18 04:35:07+00:00,2025-07-08 05:25:44+00:00
MANSLR,Manildra,NEM,NSW1,"<p>Located on Wiradjuri Country in the Central West of NSW, approximately 45 kilometres west of Orange, Manildra Solar Farm supplies clean, green energy to Energy Australia.</p>",NA,-33.172831,148.71824,2023-10-18 04:35:07+00:00,2025-07-08 06:02:08+00:00
MANNUMB,Mannum,NEM,SA1,"<p>The BESS will store excess renewable energy to supply to the electricity grid during peak demand periods, to support consistency of renewable energy supply. This means a cleaner, more reliable power grid for South Australians.</p><p>The BESS can send 100 megawatts of power into the electricity grid for up to two hours – enough to power about 16,000 South Australian homes each day.</p>",NA,-34.917537,139.262695,2025-05-14 00:05:29+00:00,2025-08-26 01:33:15+00:00
MANNSF,Mannum 2,NEM,SA1,"<p>Stage 2 of the Mannum Solar Farm is the second project in Epic’s growing Mannum Energy Park in the Riverland region of South Australia.</p><p>The project was acquired by Epic in August 2022 from its developers Canadian Solar and is now under construction, with operations expected to commence in late 2023.</p><p>Stage 2 will operate independently of Epic’s initial Mannum Solar Farm with its own connection to SA Power Network’s distribution network and will use Trina bifacial panels and single-axis tracking system, along with Sungrow inverters.</p>",NA,-34.9144,139.2681,2024-09-23 05:24:32+00:00,2025-05-14 00:11:21+00:00
MAPS2,Mannum Pumping Station,NEM,SA1,<p></p>,NA,-34.920217,139.314438,2023-10-18 04:35:07+00:00,2025-08-05 06:58:20+00:00
MAROOWF1,Maroona,NEM,VIC1,"<p>The construction of Maroona Wind Farm was completed in January 2018. It is a a two-turbine wind farm located on private farm land near the township of Maroona, approximately 18km south west of Ararat in Western Victoria. The wind farm has a capacity of 6.9MW and connects to the existing electricity network in the area. In an average year the wind farm will produce the equivalent energy usage of around 4000 households.</p>",NA,-37.41875,142.82434,2023-10-18 04:35:07+00:00,2024-12-19 23:56:02+00:00
MARYRSF,Maryrorough,NEM,QLD1,"<p>This facility is situated about 50 kilometres west of Toowoomba, in SE Queensland, and has a generation capacity of 34.5 MWdc (27.3 MWac).</p>",NA,-27.708973,151.546869,2023-10-18 04:35:07+00:00,2025-08-05 05:59:20+00:00
0MARYVALE,Maryvale,NEM,NSW1,"<p>The Maryvale Solar and Energy Storage Project is a proposed renewable energy facility located near the town of Maryvale, 12km North-West of Wellington. The project combines the benefits of solar power and energy storage to create cheap, clean, dispatchable and firmed power for New South Wales.</p><p>The project will have the ability to export 172MW of power into the electricity network thanks to an installed capacity of approximately 240MWp of photovoltaics ‘DC-coupled’ with 409MWh of energy storage.</p>",NA,-32.465112,148.913306,2025-07-29 01:54:33+00:00,2025-07-29 02:15:33+00:00
MEADOWBK,Meadowbank,NEM,TAS1,"<p>The Meadowbank Power Station is a run-of-the-river hydroelectric power station located in the Central Highlands region of Tasmania, Australia. The power station is situated on the  Lower River Derwent catchment and is owned and operated by Hydro Tasmania.</p>",NA,-42.610835,146.846388,2023-10-18 04:35:08+00:00,2025-09-07 01:54:45+00:00
0MREH,Melbourne A1,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the first stage of Side A</p>",NA,-37.661274,144.726302,2024-12-02 00:28:14+00:00,2025-09-15 01:16:51+00:00
0MREHA2,Melbourne A2,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the second stage of Side A</p>",NA,-37.663934,144.726927,2025-08-11 23:30:20+00:00,2025-09-15 01:17:31+00:00
MREHA3,Melbourne A3,NEM,VIC1,"<p>Equis has launched the Melbourne Renewable Energy Hub (MREH), a globally significant energy storage precinct located 25km northwest of Melbourne’s commercial business district. Fully developed, MREH will be a 1.2GW/2.4GWh Battery Energy Storage System (BESS), the largest such system in Australia and Asia.</p><p></p><p>This is the third stage of Side A</p>",NA,-37.663819,144.726859,2025-08-11 23:48:53+00:00,2025-09-15 01:18:16+00:00
METZSF,Metz N,NEM,NSW1,<p>Metz Solar Farm is a 135MW solar farm located 15km from Armidale</p>,NA,-30.4915,151.6701,2023-10-18 04:35:08+00:00,2025-07-08 04:45:44+00:00
MIDDLSF1,Middlemount,NEM,QLD1,<p>The Middlemount Sun Farm development site is located around 1km east from the town of Middlemount in central Queensland.</p>,NA,-22.822235,148.720115,2023-10-18 04:35:08+00:00,2025-08-05 05:44:26+00:00
MIDLDPS,Midlands,NEM,TAS1,<p></p>,NA,-42.085747,147.274558,2023-10-18 04:35:08+00:00,2023-10-18 04:35:08+00:00
MILLMERN,Millmerran,NEM,QLD1,"<p>The Millmerran Power Station is a coal-fired power station south of Millmerran in the Darling Downs region of Queensland, Australia. The power station was commissioned in 2002 and cost $1.5 billion to build.  The power station is owned and operated by InterGen, a multinational company owned by the Ontario Teachers&#x27; Pension Plan and AIG Highstar Capital II, a private equity fund sponsored by a subsidiary of American International Group, Inc.The plant takes advantage of the abundant deposits of bituminous coal from the Surat Basin. Fuel is transported via conveyor belt from the open-cut Commodore Mine.Water is supplied via pipeline from the Wetalla sewage treatment plant in Toowoomba. The 850 MW plant uses air cooling technology to reduce water consumption. In 2002, when the plant became operational, wholesale prices for electricity fell by about one third to $20/MWh. This was due to the market strategy to bid at short run marginal cost - so with high efficiency plant and cheap coal, this had a significant impact on the market.<br/>Millmerran Power Station which won the Banksia Environmental Award 2006 in the water category, supplies enough electricity to power approximately 1.1 million homes by selling all its electricity into the National Electricity Market (NEM).Carbon Monitoring for Action estimates this power station emits 5.75 million tonnes of greenhouse gases each year as a result of burning coal. The Australian Government has announced the introduction of a Carbon Pollution Reduction Scheme commencing in 2010 to help combat climate change. It is expected to impact on emissions from power stations. The National Pollutant Inventory provides details of other pollutant emissions, but, as at 23 November 2008, not CO2.</p>",NA,-27.961657,151.28091,2023-10-18 04:35:08+00:00,2025-09-07 01:54:47+00:00
MINTARO,Mintaro,NEM,SA1,<p></p>,NA,-33.903149,138.738797,2023-10-18 04:35:08+00:00,2025-09-07 01:54:48+00:00
MOKOSF,Mokoan,NEM,VIC1,"<p>The Mokoan Solar Farm project consists of a 53MWdc solar farm and battery energy storage system (BESS). The solar project is made up of two separate sites Mokoan and the expansion site, located on Lee Road and Nelson Road, Winton, in the Hume Region of Victoria.</p><p>The Mokoan Solar Farm received development approval from Benalla Rural City Council in December 2018. The Mokoan Expansion site received development approval from the Victorian Department of Environment, Land, Water and Planning in June 2020. The solar farm covers 94 hectares of land, which has been predominantly used for grazing.</p><p><br/></p>",NA,-36.487519,146.122634,2024-12-03 02:03:20+00:00,2025-07-08 05:58:22+00:00
MOLNGSF1,Molong,NEM,NSW1,"<p><br/>The Molong Solar farm is a 30 MWac Solar Farm located in the central west region of NSW, just north west of Orange.</p><p>The site was developed by Terrain Solar and was acquired by TEC-C Investments in November 2017 and is now owned by AMP Energy.</p>",NA,-33.082578,148.900073,2023-10-18 04:35:09+00:00,2025-08-05 05:52:43+00:00
MOORAWF1,Moorabool,NEM,VIC1,<p>The Project consists of 104 wind turbines located approximately 25km south east of Ballarat.</p>,NA,-37.739433,144.171985,2023-10-18 04:35:09+00:00,2025-07-08 02:37:05+00:00
MORANBAH,Moranbah,NEM,QLD1,<p>Moranbah Power Station was constructed to supply power to Arrow Energy to operate their gas compressors. Arrow has subsequently sold its interest to Queensland Pacific Metals (QPM).<br/><br/>The Moranbah Power Station utilises the coal seam methane from the Bowen Basin to provide electricity to QPM with the ability to export 50% of it’s capacity to the grid.</p>,NA,-21.962469,148.006004,2023-10-18 04:35:09+00:00,2025-09-07 01:54:50+00:00
MBAHNTH,Moranbah North,NEM,QLD1,"<p>EDL owns and operates the 67MW Moranbah North Power Station, which captures and combusts waste coal mine gas and converts it to electricity for the national electricity market.</p>",NA,-21.978481,148.004809,2023-10-18 04:35:07+00:00,2025-09-07 01:54:44+00:00
MOREESF,Moree,NEM,NSW1,"<p>Moree Solar Farm is a 56MW photovoltaic solar plant located about 10km south of Moree in New South Wales, Australia.<br/><br/>The plant was one of the largest solar power plants in Australia at the time of its construction and the first that utilises mechanical devices (trackers) to continually orient its solar panels with the sun to increase their power output each day.</p>",NA,-29.572607,149.861266,2023-10-18 04:35:09+00:00,2025-07-08 06:01:40+00:00
MWPS,Morganwhyalla Pipeline,NEM,SA1,"<p>Commencing in 2019, the pumping stations are being fitted with solar panel arrays to reduce the cost of pumping water. The first of these was commissioned at Pumping Station Number 3 near Geranium Plains. The second will be at Pumping Station number 4 near Robertstown. The ground under the solar panel arrays will be planted with native grasses and ground covers to suppress dust.</p>",NA,-33.97382,139.193756,2023-10-18 04:35:12+00:00,2024-12-20 01:04:13+00:00
0MORNBESS,Mornington,NEM,VIC1,"<p>Scheduled for completion in 2025, Mornington BESS is a utility-scale Battery Energy Storage System (BESS) located in Victoria’s Mornington Peninsula.</p>",NA,-38.268707,145.204823,2025-02-06 03:50:31+00:00,2025-02-06 04:06:48+00:00
MORNW,Mornington Disposal,NEM,VIC1,<p></p>,NA,-38.392054,144.854791,2023-10-18 04:35:09+00:00,2025-09-07 01:54:51+00:00
0MRTLKBESS,Mortlake,NEM,VIC1,"<p>Origin has approved construction of a large-scale battery at our Mortlake Power Station with a capacity of 300MW, that is expected to deliver output of up to 650MWh.</p><p>Mortlake is Victoria’s largest gas-fired generator, with a generation capacity of 566MW.</p><p>Located adjacent to the Moorabool to Heywood 500kv transmission line, the power station also sits within Victoria’s South-West Renewable Energy Zone (REZ). Western Victoria is already home to several operating renewable energy generators, and further new renewable energy developments are expected within the South-West REZ.</p>",NA,-38.06698,142.669466,2025-03-18 22:30:12+00:00,2025-03-18 22:46:59+00:00
MORTLK,Mortlake,NEM,VIC1,"<p>The Mortlake Power Station is a 566 MW open cycle gas-fired power station developed by Origin Energy, located 12 km west of Mortlake, Victoria.Construction of the $640 million power station began in 2008. It was initially due to be operational in 2010, and was completed in August 2012.The plant is located on approximately 20 hectares of land with an extensive buffer zone around it. Although approvals were gained for approximately 1,000 MW, the Mortlake Power Station was built to provide 566MW. It is adjacent to the existing Moorabool to Heywood 500 kV high voltage transmission line. The plant is supplied with natural gas via an 83 km dedicated underground natural gas transmission pipeline from the Otway Gas Plant near Port Campbell, as part of the offshore Otway Gas Project.</p>",NA,-38.062628,142.66633,2023-10-18 04:35:09+00:00,2025-09-07 01:54:52+00:00
MRTLSWF,Mortlake South,NEM,VIC1,"<p>ACCIONA&#x27;s fifth wind farm in Australia, with 157.5 MW of power and battery storage. The wind farm is being constructed on cleared open and level land that is predominantly used for dairy farming.</p>",NA,-38.147965,142.882246,2023-10-18 04:35:10+00:00,2025-07-08 04:15:37+00:00
MLWF,Mortons Lane,NEM,VIC1,"<p>Mortons Lane Wind Farm consists of 13 Goldwind GW82/1500 wind turbines with generating capacity up to 19.5 megawatts. The wind farm generates approximately 63.69 GWh of clean electricity which is enough to power more than 12,738 households in Victoria and reduce up to 68,148 t CO2 annually. In April 2021, Prime Super, a leading Australian superannuation fund, acquired Mortons Lane. Prime Super’s investment in the project will be managed by PATRIZIA.</p><p>The Moyne and Southern Grampians Shires granted planning approval for the proposed Mortons Lane wind farm in June 2007 and the project commenced operations in late 2012 and is expected to operate until 2035, at which point the project may be extended through a repowering or asset life extension. Mortons Lane is proud to support Victoria’s transition to clean energy production.</p>",NA,-37.833186,142.465288,2023-10-18 04:35:09+00:00,2025-08-05 06:39:45+00:00
MOUSF,Moura,NEM,QLD1,"<p>Moura Solar Farm is a 110MW project located 6.5km south west of the township of Banana, Queensland.</p>",NA,-24.509628,150.076648,2023-10-18 04:35:09+00:00,2025-07-08 04:52:54+00:00
MEWF,Mt Emerald,NEM,QLD1,"<p>Mount Emerald Wind Farm is a 180 MW wind farm situated on Mount Emerald, in Arriga, Shire of Mareeba, Queensland, Australia. It is approximately 8 km WNW of Tolga, and 49 km SW of Cairns. The project is a joint venture between Port Bajool (land owner) and RATCH-Australia (wind farm developer and operator). RATCH-Australia bought the project from Transfield Services in July 2011. The wind farm incorporates 53 turbines.</p>",NA,-17.133248,145.380037,2023-10-18 04:35:08+00:00,2025-07-08 04:05:34+00:00
MTGELWF,Mt Gellibrand,NEM,VIC1,"<p>ACCIONA Energía&#x27;s fourth wind farm in Australia, fully operational since August 2018. The Mt Gellibrand Wind Farm has a capacity of 132 MW and will produce enough clean energy to power some 90,000 Australian homes.</p>",NA,-38.257657,143.798651,2023-10-18 04:35:10+00:00,2025-07-08 04:31:47+00:00
MTMERCER,Mt Mercer,NEM,VIC1,"<p>The Mount Mercer Wind Farm is located at Mount Mercer approximately 30 kilometres south of Ballarat in Western Victoria on 2600ha. The wind farm consists of 64 REpower MM92 wind turbines, giving a total installed capacity of 131 MW.</p>",NA,-37.847593,143.870183,2023-10-18 04:35:10+00:00,2025-07-08 04:32:03+00:00
MTMILLAR,Mt Millar,NEM,SA1,"<p>The Mt Millar Wind Farm was the first wind farm in South Australia to use Enercon E-70 2MW direct drive turbines (don&#x27;t have gearboxes). It connects to ElectraNet’s existing transmission network at Yadnarie Substation, via a 33 km 132 kV overhead transmission line and substation.</p><p>Construction of this wind farm started in late 2004 and was completed in December 2005. Power production started in February 2006. The $130 million project was developed by Tarong Energy.</p>",NA,-33.619342,136.717568,2023-10-18 04:35:10+00:00,2025-07-08 05:41:46+00:00
MP,Mt Piper,NEM,NSW1,"<p>Mt Piper was originally built in the 1980s, then stored in near fully assembled state, before being commissioned in 1992 and 1993 (Units 2 and 1 respectively). While initially constructed as 660MW machines, both were upgraded to 700MW in 2009, with Unit one upgraded in 2023 to 730MW, using modern turbine technology, bringing the station total to 1430MW. Importantly, the minimum generation of these units has also been lowered to facilitate the modern requirements of lower minimum generation rates to better match the shape of renewables.</p>",NA,-33.360715,150.035698,2023-10-18 04:35:09+00:00,2025-09-07 01:54:53+00:00
MSTUART,Mt Stuart,NEM,QLD1,"<p>The Mount Stuart Power Station is a power station located in Stuart, Townsville, Australia. The station runs on kerosene with three gas turbines that generate a combined capacity of 414 MW of electricity. Mount Stuart was commissioned in December 1998, and operates as a peaking plant. It currently runs on kerosene, but can be converted to natural gas.</p>",NA,-19.337156,146.851239,2023-10-18 04:35:10+00:00,2025-09-07 01:54:55+00:00
MLLFGEF,Mugga Lane,NEM,NSW1,"<p>LGI designed, built and operates the new 6MW power station, commissioned in June 2020 with 4MW and expanded in 2024 by 50% with a 20MW grid connection. It is currently being upgraded to include a 12MW battery energy storage system (BESS).</p>",NA,-35.38517,149.137937,2024-11-15 04:19:08+00:00,2025-08-04 07:12:03+00:00
MLSP,Mugga Lane,NEM,NSW1,"<p>Mugga Lane Solar Park is a photovoltaic solar power station at Hume in the Australian Capital Territory.</p><p>Construction of the Mugga Lane Solar Park at Mugga Lane was completed in March 2017. It is owned by the Maoneng Group, which has been contracted by the Government of the Australian Capital Territory to produce up to 24,600 megawatt hours each year for up to $4.38 million.</p><p>The Mugga Lane Solar Park uses sheep for grass and weed control under the solar panels.</p>",NA,-35.398441,149.14906,2023-10-18 04:35:08+00:00,2025-08-05 07:00:05+00:00
MM,Munmorah,NEM,NSW1,"<p>Munmorah Power Station is a demolished coal fired electricity power station with four 350 MW English Electric steam driven turbo-alternators for a combined capacity of 1,400 MW. The station was located near Doyalson, on the shores of Lake Munmorah, New South Wales, Australia and was owned and operated by Delta Electricity, a company owned by the New South Wales Government.<br/>In July 2012 the coal-fired generators were permanently retired from service. However, the nearby gas-fired Colongra power station, which was commissioned in 2009, remains in operation.</p>",NA,-33.211781,151.542161,2023-10-18 04:35:09+00:00,2025-09-07 01:54:49+00:00
MUCRKSF,Munna Creek,NEM,QLD1,"<p>The proposed site includes the construction, operation, maintenance, upgrading and eventual decommissioning of a solar farm located approximately about 19 km from Woolooga and 40 km north-west from Gympie in the QLD Fraser Coast region.</p>",NA,-25.882106,152.459626,2025-02-20 22:35:41+00:00,2025-09-16 05:06:25+00:00
MUWAWF,Murra Warra,NEM,VIC1,"<p>The Murra Warra Wind Farm will be one of Australia&#x27;s largest wind farms. Located on the plains of north-western Victoria, approximately 25 kilometres (16 mi) north of the city of Horsham, it will consist of 99 wind turbines with a maximum tip height of 220m.<br/>The project is expected to produce more than 1800 GWh annually, enough electricity to power about 420,000 average Victorian homes each year, displacing up to 1.7 million tonnes of greenhouse gas emissions each year. The project was developed by a joint venture between RES Group and Macquarie Capital and was sold in two stages to Partners Group in September 2018 and August 2020,</p>",NA,-36.438821,142.246003,2023-10-18 04:35:12+00:00,2025-07-08 02:27:49+00:00
MURRAY,Murray,NEM,VIC1,"<p>The Murray Region Hydroelectric Power Stations refers to two of the original seven hydroelectric power stations, both located near the town of Khancoban in the Snowy Mountains region of New South Wales, Australia. The two power stations are part of the Snowy Mountains Scheme, a vast hydroelectricity and irrigation complex constructed in south-east Australia between 1949 and 1974 and now run by Snowy Hydro. Although both power stations are physically located in New South Wales, since 1 July 2008 all power generated has been allocated to the Victorian region of the National Electricity Market.</p>",NA,-36.245992,148.188552,2023-10-18 04:35:10+00:00,2025-07-08 02:06:50+00:00
MBPS2,Murray Bridge-Onkaparinga,NEM,SA1,<p></p>,NA,-35.094093,139.211511,2023-10-18 04:35:07+00:00,2025-08-05 06:57:01+00:00
MUSSELRO,Musselroe,NEM,TAS1,"<p>Musselroe Wind Farm is a wind farm at Cape Portland, Tasmania, Australia. It is third wind farm in the state, being owned and operated by Hydro Tasmania. It consists of 56 Vestas V90-3MW wind turbines, with a generating capacity of 168 MW. The energy output from the Musselroe Wind Farm will be sufficient to supply electricity to around 50,000 households and abate 450,000 tonnes of CO2 emissions annually.The first 37 turbines have been connected to the grid in 2013, and the full farm was completed in January 2014.</p>",NA,-40.777105,148.006315,2023-10-18 04:35:10+00:00,2025-07-08 04:09:48+00:00
NASF,Narromine,NEM,NSW1,<p>The Dubbo Solar Hub is a renewable electricity project that consists of two separate solar farm sites at South Keswick &amp; Narromine.</p><p>The 28 MW Dubbo Solar Hub is one of the first projects completed by Neoen in Australia.</p>,NA,-32.218323,148.254523,2023-10-18 04:35:12+00:00,2025-08-05 07:11:17+00:00
NEVERSF,Nevertire,NEM,NSW1,"<p>Nevertire Solar Farm Solar Farm is located approximately 100km north west of Dubbo, NSW. It is connected to the 132kV Essential Energy network at the onsite Nevertire substation.</p>",NA,-31.831044,147.705178,2023-10-18 04:35:12+00:00,2024-11-04 04:05:46+00:00
